language,task,item_id,manualApproved,needsReview,reason,approvalUpdatedAt,reviewUpdatedAt,updatedYesterday,approvedToday,needsReviewToday,scoreSource,score
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page6.q.childpubertymale.q.childpubertyvoicemale.choice.3.text,true,false,,2026-05-30T00:33:43.236Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page6.q.childpubertymale.q.childpubertyfacehairmale.title,true,false,,2026-05-30T00:33:52.003Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page6.q.childpubertymale.q.childpubertyfacehairmale.choice.0.text,true,false,,2026-05-30T00:33:53.463Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page6.q.childpubertymale.q.childpubertyfacehairmale.choice.1.text,true,false,,2026-05-30T00:34:11.313Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page6.q.childpubertymale.q.childpubertyfacehairmale.choice.2.text,true,false,,2026-05-30T00:49:00.905Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page6.q.childpubertymale.q.childpubertyfacehairmale.choice.3.text,true,false,,2026-05-30T00:49:08.264Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.title,true,false,,2026-05-30T00:49:18.341Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.title,true,false,,2026-05-30T00:49:28.043Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.col.0.text,true,false,,2026-05-30T00:49:32.625Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.col.1.text,true,false,,2026-05-30T00:49:35.485Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.col.2.text,true,false,,2026-05-30T00:49:40.307Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.row.childsleep1.text,true,false,,2026-05-30T00:49:54.425Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.row.childsleep2.text,true,false,,2026-05-30T00:50:01.932Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephabits.row.childsleep3.text,true,false,,2026-05-30T00:50:08.077Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.title,true,false,,2026-05-30T00:50:48.612Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.1.text,true,false,,2026-05-30T00:50:51.745Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.2.text,true,false,,2026-05-30T00:50:53.913Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.3.text,true,false,,2026-05-30T00:50:54.696Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.4.text,true,false,,2026-05-30T00:50:55.562Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.5.text,true,false,,2026-05-30T00:50:56.813Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.6.text,true,false,,2026-05-30T00:50:59.090Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page7.q.childsleep.q.childsleephours.choice.7.text,true,false,,2026-05-30T00:51:00.410Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.caregiversectionintro2.html,true,false,,2026-05-30T00:51:07.330Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.title,true,false,,2026-05-30T00:52:12.242Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.col.0.text,true,false,,2026-05-30T00:52:18.183Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.col.1.text,true,false,,2026-05-30T00:52:19.597Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.col.2.text,true,false,,2026-05-30T00:53:46.561Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.col.3.text,true,false,,2026-05-30T00:53:48.345Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq2.text,true,false,,2026-05-30T00:53:54.032Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq3.text,true,false,,2026-05-30T00:54:04.437Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq6.text,true,false,,2026-05-30T00:54:11.538Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq8.text,true,false,,2026-05-30T00:54:13.546Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq10.text,false,true,not sure if this one was reviewed...,,2026-05-30T00:55:56.518Z,false,false,false,ai,0.7
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq13.text,true,false,,2026-05-30T00:56:14.434Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq14.text,true,false,,2026-05-30T00:57:45.086Z,2026-05-30T00:57:43.571Z,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq15.text,false,true,staying on task?,,2026-05-30T00:59:25.298Z,false,false,false,ai,0.6
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq18.text,true,false,,2026-05-30T00:59:30.906Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page8.q.childsdq.q.childsdqitems.row.childsdq22.text,true,false,,2026-05-30T00:59:37.758Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.title,true,false,,2026-05-30T00:59:45.006Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.col.0.text,true,false,,2026-05-30T00:59:47.501Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.col.1.text,true,false,,2026-05-30T00:59:49.042Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.col.2.text,true,false,,2026-05-30T00:59:50.051Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.col.3.text,true,false,,2026-05-30T00:59:51.351Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.row.childscs1.text,true,false,,2026-05-30T01:00:04.758Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.row.childscs2.text,true,false,,2026-05-30T01:00:09.474Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.row.childscs5.text,false,true,upset vs. excited,,2026-05-30T01:01:23.734Z,false,false,false,ai,0.3
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.row.childscs9.text,true,false,,2026-05-30T01:01:30.139Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page9.q.childscs.q.childscsitems.row.childscs10.text,true,false,,2026-05-30T01:01:36.189Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page10.q.childcbq.q.childcbqitems.row.childcbq1.text,true,false,,2026-05-30T01:01:39.456Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page10.q.childcbq.q.childcbqitems.row.childcbq4.text,true,false,,2026-05-30T01:01:42.706Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.title,true,false,,2026-05-30T01:01:45.906Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.col.0.text,true,false,,2026-05-30T01:01:50.327Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.col.1.text,true,false,,2026-05-30T01:01:51.078Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.col.2.text,true,false,,2026-05-30T01:01:54.040Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.col.3.text,true,false,,2026-05-30T01:01:55.445Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes1.text,true,false,,2026-05-30T01:02:04.591Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes3.text,true,false,,2026-05-30T01:02:11.807Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes6.text,true,false,,2026-05-30T01:02:14.929Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes9.text,true,false,,2026-05-30T01:02:24.191Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes10.text,true,false,,2026-05-30T01:02:42.318Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes12.text,true,false,,2026-05-30T01:02:46.759Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page11.q.childjukes.q.childjukesitems.row.childjukes19.text,true,false,,2026-05-30T01:02:51.718Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.caregiversectionintro3.html,true,false,,2026-05-30T01:02:57.252Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.col.0.text,true,false,,2026-05-30T01:03:26.853Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.col.1.text,true,false,,2026-05-30T01:03:28.144Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.col.2.text,true,false,,2026-05-30T01:03:29.255Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels1.text,true,false,,2026-05-30T01:03:31.788Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels2.text,true,false,,2026-05-30T01:03:38.828Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels3.text,true,false,,2026-05-30T01:03:46.291Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels4.text,true,false,,2026-05-30T01:03:52.279Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels5.text,true,false,,2026-05-30T01:03:57.762Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels6.text,true,false,,2026-05-30T01:04:00.016Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels7.text,true,false,,2026-05-30T01:04:03.484Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels8.text,true,false,,2026-05-30T01:04:05.262Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels9.text,true,false,,2026-05-30T01:04:08.837Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels10.text,true,false,,2026-05-30T01:04:12.628Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels11.text,true,false,,2026-05-30T01:04:16.363Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels12.text,true,false,,2026-05-30T01:05:47.921Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels13.text,true,false,,2026-05-30T01:05:59.784Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels14.text,true,false,,2026-05-30T01:06:03.017Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels15.text,true,false,,2026-05-30T01:06:05.633Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels16.text,true,false,,2026-05-30T01:06:07.978Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels17.text,true,false,,2026-05-30T01:06:10.890Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page12.q.childelsitems.row.childels18.text,true,false,,2026-05-30T01:06:18.976Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendec.title,true,false,,2026-05-30T01:06:30.012Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendec.labeltrue,true,false,,2026-05-30T01:06:31.058Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendec.labelfalse,true,false,,2026-05-30T01:06:31.894Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendkinder.title,true,false,,2026-05-30T01:06:42.401Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendkinder.labeltrue,true,false,,2026-05-30T01:06:43.685Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendkinder.labelfalse,true,false,,2026-05-30T01:06:44.686Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.title,true,false,,2026-05-30T01:06:51.152Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.choice.0.text,true,false,,2026-05-30T01:06:54.268Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.choice.1.text,true,false,,2026-05-30T01:06:56.586Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.choice.2.text,true,false,,2026-05-30T01:06:58.201Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.choice.3.text,true,false,,2026-05-30T01:07:00.027Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.choice.4.text,true,false,,2026-05-30T01:07:01.285Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendeckindertime.choice.5.text,true,false,,2026-05-30T01:07:04.003Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendprimaryage.title,true,false,,2026-05-30T01:07:16.621Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendprimaryage.choice.1.text,true,false,,2026-05-30T01:07:17.950Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendprimaryage.choice.2.text,true,false,,2026-05-30T01:07:19.120Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendprimaryage.choice.3.text,true,false,,2026-05-30T01:07:21.170Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childattendeckinder.q.childattendprimaryage.choice.4.text,true,false,,2026-05-30T01:07:22.729Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.title,true,false,,2026-05-30T01:07:28.564Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve1.text,true,false,,2026-05-30T01:07:30.830Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve2.text,true,false,,2026-05-30T01:07:41.360Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve3.text,true,false,,2026-05-30T01:07:47.196Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve4.text,true,false,,2026-05-30T01:07:57.251Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve5.text,true,false,,2026-05-30T01:08:01.105Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve6.text,true,false,,2026-05-30T01:08:06.651Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve7.text,true,false,,2026-05-30T01:08:09.510Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childedachieve.choice.childedachieve8.text,true,false,,2026-05-30T01:08:11.747Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.title,true,false,,2026-05-30T01:08:16.539Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.col.0.text,true,false,,2026-05-30T01:08:17.915Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.col.1.text,true,false,,2026-05-30T01:08:18.856Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.col.2.text,true,false,,2026-05-30T01:08:22.850Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.col.3.text,true,false,,2026-05-30T01:08:23.898Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.row.childnschg10a.text,true,false,,2026-05-30T01:08:41.905Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.row.childnschg10b.text,false,true,colegio vs. esquela - consistency,,2026-05-30T01:09:11.369Z,false,false,false,ai,0.2
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childschool.q.childschoolitems.row.childnschg10d.text,false,true,colegio vs. esquela - consistency,,2026-05-30T01:09:15.119Z,false,false,false,ai,0.1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childdeviceuse.title,true,false,,2026-05-30T01:09:49.109Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childdeviceuse.choice.1.text,true,false,,2026-05-30T01:09:51.714Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childdeviceuse.choice.2.text,true,false,,2026-05-30T01:09:52.772Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childdeviceuse.choice.3.text,true,false,,2026-05-30T01:09:54.943Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childdeviceuse.choice.4.text,true,false,,2026-05-30T01:09:55.841Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childdeviceuse.choice.5.text,true,false,,2026-05-30T01:09:57.093Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childphone.title,true,false,,2026-05-30T01:09:59.869Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childphone.labeltrue,true,false,,2026-05-30T01:10:01.710Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childphone.labelfalse,true,false,,2026-05-30T01:10:02.574Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childphoneage.title,true,false,,2026-05-30T01:10:11.626Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childphoneage.placeholder,true,false,,2026-05-30T01:10:12.532Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childsocialmedia.title,true,false,,2026-05-30T01:10:18.209Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childsocialmedia.labeltrue,true,false,,2026-05-30T01:10:19.370Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page13.q.childsocialmedia.labelfalse,true,false,,2026-05-30T01:10:20.283Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefqintro.html,true,false,,2026-05-30T01:10:46.344Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq1.title,true,false,,2026-05-30T01:11:04.795Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq1.choice.4.text,true,false,,2026-05-30T01:11:54.539Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq1.choice.3.text,true,false,,2026-05-30T01:11:55.569Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq1.choice.2.text,true,false,,2026-05-30T01:11:56.498Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq1.choice.1.text,true,false,,2026-05-30T01:11:57.481Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq2.title,true,false,,2026-05-30T01:12:12.743Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq13.title,true,false,,2026-05-30T01:12:19.197Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq9.title,true,false,,2026-05-30T01:12:30.516Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page14.q.childefq.q.childefq15.title,true,false,,2026-05-30T01:12:52.494Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page15.q.caregiversectionintro4.html,true,false,,2026-05-30T01:13:01.262Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page15.q.homehomea.q.homehome1.title,true,false,,2026-05-30T01:13:11.209Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page15.q.homehomea.q.homehome1.choice.0.text,true,false,,2026-05-30T01:13:12.908Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page15.q.homehomea.q.homehome1.choice.4.text,true,false,,2026-05-30T01:13:17.913Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page15.q.homehomea.q.homehome2.title,true,false,,2026-05-30T01:13:33.184Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page15.q.homehomea.q.homehome2.choice.5.text,true,false,,2026-05-30T01:13:35.423Z,,false,false,false,manual,1
